Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"Miro Janco - Postdoctoral Research Fellow","Google Scholar Profile",17,378,13,29.08,22.24,55.64,2.75,6.47,9,17,8,1.31,5,41.11,6.41,6.07,16.55,1.85,"2025-08-05 12:39:36",4.28,0.38,93.9,100.0,0,2012,2020,378,10,9,2,0,5
"Surendra Singaram - Postdoctoral Research Associate, Brandeis University","Google Scholar Profile",11,388,18,21.56,35.27,73.07,3.19,4.55,8,11,7,1.56,6,35.01,5.92,6.58,17.92,1.85,"2025-08-05 12:39:36",4.05,0.33,99.2,100.0,0,2007,2023,388,7,7,3,0,4
"Sang Hyun Choi - Postdoc, University of Chicago","Google Scholar Profile",8,404,11,36.73,50.50,70.50,2.62,4.25,3,8,4,0.56,2,39.45,6.28,7.08,19.82,0.92,"2025-08-05 12:39:37",6.40,0.18,99.5,100.0,1,2014,2024,404,4,2,1,1,2
"Cristina Martinez-Torres - Postdoctoral researcher","Google Scholar Profile",22,430,12,35.83,19.55,75.75,5.43,5.05,11,20,10,1.92,6,77.32,8.79,13.77,16.49,3.09,"2025-08-05 12:39:37",6.31,0.50,91.4,100.0,2,2013,2024,430,16,13,5,0,5
"Layne B Frechette - Postdoc, Brandeis University","Google Scholar Profile",24,437,11,39.73,18.21,75.28,8.56,3.71,7,20,8,1.48,4,73.61,8.58,15.01,19.21,2.54,"2025-08-05 12:39:37",6.84,0.36,95.7,100.0,2,2014,2025,437,12,9,4,1,4
"Samuel Usher - Postdoctoral researcher, University of Copenhagen","Google Scholar Profile",22,455,11,41.36,20.68,86.96,5.62,5.00,5,21,6,1.09,4,68.13,8.25,14.18,20.62,1.68,"2025-08-05 12:39:38",7.90,0.36,98.9,100.0,2,2014,2025,455,6,6,5,2,5
"Anil Kumar Sahoo - Postdoc, Department of Physics, Freie Universität Berlin","Google Scholar Profile",20,463,10,46.30,23.15,83.87,4.97,5.05,11,20,10,1.98,6,104.31,10.21,18.22,17.83,3.18,"2025-08-05 12:39:38",8.38,0.60,94.8,100.0,2,2015,2025,463,15,13,7,2,5
"Michael (Max) Ferrin - Postdoctoral Researcher, Max Planck Institute","Google Scholar Profile",8,473,12,39.42,59.13,88.86,2.96,4.13,4,8,4,0.73,4,63.43,7.96,12.10,21.33,1.20,"2025-08-05 12:39:38",7.40,0.33,99.6,100.0,3,2013,2025,473,5,4,4,1,4
"Nicolaas Hermans - Postdoc Leiden University","Google Scholar Profile",17,482,18,26.78,28.35,94.07,5.19,4.65,7,17,7,1.32,5,39.36,6.27,7.59,20.76,1.59,"2025-08-05 12:39:39",5.22,0.28,99.6,100.0,1,2007,2020,482,7,7,4,0,4
"Anaïs Bailles - Postdoc, Max Planck Institute of Molecular Cell Biology and Genetics","Google Scholar Profile",7,491,10,49.10,70.14,87.69,2.39,4.29,5,7,5,0.96,3,86.37,9.29,18.02,21.56,1.06,"2025-08-05 12:39:39",8.76,0.30,99.8,100.0,3,2015,2024,491,5,5,5,3,5
"Anne F. J. Janssen - Postdoctoral Researcher, Radboud University","Google Scholar Profile",22,494,11,44.91,22.45,100.34,5.82,5.00,9,22,9,1.69,5,85.13,9.23,18.09,20.05,1.99,"2025-08-05 12:39:39",9.12,0.45,97.8,100.0,4,2014,2025,494,11,10,7,0,6
"Petteri Parkkila - Postdoctoral Researcher, Chalmers University of Technology","Google Scholar Profile",34,512,13,39.38,15.06,90.44,8.77,5.47,13,22,13,2.19,6,122.17,11.05,20.49,16.67,3.70,"2025-08-05 12:39:40",6.95,0.46,87.3,100.0,4,2012,2025,512,19,17,9,0,7
"Zhuang Liu - Postdoctoral researcher at Princeton University; PhD of physics, Boston University","Google Scholar Profile",10,518,12,43.17,51.80,69.09,2.04,6.00,8,10,8,1.21,5,75.02,8.66,12.23,21.21,1.79,"2025-08-05 12:39:40",5.75,0.42,99.2,100.0,3,2013,2024,518,8,8,6,0,6
"Ravindra Kale - Postdoc, Louisiana State University","Google Scholar Profile",11,531,9,59.00,48.27,94.46,2.45,5.18,7,11,8,1.17,5,80.75,8.99,14.50,21.56,2.19,"2025-08-05 12:39:40",10.49,0.56,96.8,100.0,3,2016,2023,531,10,9,6,1,6
"Michael Chiang - Postdoctoral Research Associate, University of Edinburgh","Google Scholar Profile",22,547,9,60.78,24.86,123.34,5.25,5.14,10,22,13,2.00,5,147.00,12.12,29.58,20.37,3.10,"2025-08-05 12:39:41",13.70,0.56,94.1,100.0,5,2016,2024,547,17,16,11,1,8
"Krishna Chaitanya Kasuba - Postdoc University of California, Berkeley","Google Scholar Profile",12,557,10,55.70,46.42,99.41,2.17,5.83,7,12,7,1.26,4,122.42,11.06,20.67,22.38,1.50,"2025-08-05 12:39:41",9.94,0.40,98.7,100.0,4,2015,2024,557,8,7,5,2,5
"Craig Allan Peeples - Postdoctoral Research Fellow, University of Delaware","Google Scholar Profile",30,579,13,44.54,19.30,95.83,6.96,5.90,14,23,12,2.18,5,90.41,9.51,15.91,17.29,3.95,"2025-08-05 12:39:41",7.37,0.38,85.5,98.4,2,2012,2025,579,21,14,6,0,6
"Stefanie D. Pritzl - Postdoctoral Researcher, Albert Einstein College of Medicine","Google Scholar Profile",23,594,8,74.25,25.83,83.25,4.15,6.83,12,23,12,1.67,6,149.97,12.25,20.71,20.76,1.96,"2025-08-05 12:39:42",10.40,0.75,96.8,100.0,6,2017,2025,594,16,13,8,1,8
"Moreno Marcellini - PostDoc in PhysicalChemistry at CNRS/CREE","Google Scholar Profile",30,611,20,30.55,20.37,109.10,6.26,5.63,15,24,8,2.56,6,54.65,7.39,9.68,18.19,3.86,"2025-08-05 12:39:42",5.45,0.30,91.0,100.0,1,2005,2021,611,17,9,2,0,3
"Jason M. D. Kalapothakis - Postdoctoral Research Associate, University of Manchester","Google Scholar Profile",19,641,17,37.71,33.74,110.17,4.63,5.47,11,19,9,1.81,7,51.38,7.17,8.74,22.49,2.50,"2025-08-05 12:39:42",6.48,0.41,97.8,100.0,1,2008,2025,641,12,9,4,0,4
"Yoshiaki Kinosita - Special Postdoctoral Researcher, RIKEN, JAPAN","Google Scholar Profile",32,653,13,50.23,20.41,119.24,9.92,4.59,11,25,10,1.83,7,99.83,9.99,18.40,22.49,2.98,"2025-08-05 12:39:42",9.17,0.54,96.0,100.0,3,2012,2023,653,14,11,5,1,5
"Seyed Majed Modaresi - Postdoctoral researcher, MIT, Broad Institute of MIT &Harvard","Google Scholar Profile",14,668,11,60.73,47.71,99.79,3.56,5.57,9,14,9,1.56,5,176.54,13.29,25.92,24.02,2.02,"2025-08-05 12:39:43",9.07,0.45,98.5,100.0,6,2014,2025,668,12,10,6,4,6
"Colby R. Sandate - Postdoctoral Researcher, EPFL, Switzerland","Google Scholar Profile",23,689,9,76.56,29.96,150.09,4.86,5.91,8,23,8,1.31,6,133.56,11.56,28.82,24.80,1.96,"2025-08-05 12:39:43",16.67,0.67,98.5,100.0,6,2016,2025,689,10,8,7,2,6
"Morgan Robinson - Postdoctoral Researcher, Purdue University","Google Scholar Profile",21,707,8,88.38,33.67,176.39,6.81,4.81,8,21,9,1.73,5,105.23,10.26,26.07,24.96,2.88,"2025-08-05 12:39:43",22.04,0.63,97.2,100.0,2,2017,2025,707,13,9,4,2,4
"Adrian W Hodel - Postdoctoral Research Fellow","Google Scholar Profile",20,731,12,60.92,36.55,113.65,4.25,5.90,9,20,10,1.40,6,102.16,10.11,15.65,25.06,2.07,"2025-08-05 12:39:44",9.47,0.50,97.0,100.0,5,2013,2025,731,13,10,7,0,6
"Debjit Roy - Postdoc - UCLA (Shimon Weiss); Postdoc - NUS (Thorsten Wohland); PhD - IISERK (Prasun Mandal)","Google Scholar Profile",30,759,12,63.25,25.30,136.44,6.98,5.33,17,27,15,2.89,7,134.26,11.59,24.03,20.40,3.99,"2025-08-05 12:39:44",11.37,0.58,92.9,100.0,4,2013,2025,759,23,20,11,0,6
"Albert Escobedo - Postdoc, Wellcome Sanger Institute &Centre for Genomic Regulation (CRG)","Google Scholar Profile",13,803,14,57.36,61.77,129.90,2.45,5.77,7,13,8,1.11,6,144.99,12.04,27.45,27.22,1.94,"2025-08-05 12:39:44",9.27,0.43,98.4,100.0,5,2011,2025,803,9,8,6,3,6
"Gareth Whiteley - Post-Doc at Liverpool School of Tropical Medicine (Alistair Reid Venom Unit)","Google Scholar Profile",18,845,16,52.81,46.94,154.57,4.03,5.67,13,18,13,2.28,8,129.47,11.38,22.27,25.75,2.60,"2025-08-05 12:39:45",9.66,0.50,98.5,100.0,3,2009,2021,845,14,13,9,1,7
"Benjamin Zoller - Postdoc, Institut Pasteur","Google Scholar Profile",19,901,17,53.00,47.42,212.63,5.58,4.00,9,19,10,2.03,8,151.38,12.30,36.72,28.09,3.38,"2025-08-05 12:39:45",12.50,0.47,96.6,100.0,5,2008,2025,901,14,10,9,3,7
"Roman Barth - Postdoc | Schmidt Science Fellow 2024 | Institute for Protein Design | University of Washington","Google Scholar Profile",33,919,7,131.29,27.85,207.69,7.92,5.27,14,30,17,2.76,7,353.96,18.81,71.20,25.26,4.71,"2025-08-05 12:39:45",29.67,1.00,90.8,100.0,12,2018,2025,919,24,21,16,5,11
"Jaladhar Mahato - Postdoc, Columbia University","Google Scholar Profile",19,1012,9,112.44,53.26,137.24,4.39,5.42,10,19,8,1.61,3,201.68,14.20,27.37,29.75,2.61,"2025-08-05 12:39:46",15.24,0.33,97.3,100.0,2,2016,2024,1012,16,8,3,2,3
"Azadeh Ghanbari - Postdoctoral Researcher, Helmholtz Centre for Infection Research (HZI)","Google Scholar Profile",19,1048,35,29.94,55.16,235.22,6.20,3.68,11,19,8,2.81,8,80.57,8.98,17.71,29.90,3.78,"2025-08-05 12:39:46",6.72,0.23,96.9,100.0,2,1990,2023,1048,9,8,6,1,6
"Georgia Squyres - Postdoctoral Researcher, California Institute of Technology","Google Scholar Profile",16,1138,11,103.45,71.13,152.89,3.92,5.88,8,16,9,1.12,5,204.81,14.31,30.59,32.65,1.64,"2025-08-05 12:39:46",13.89,0.45,99.3,100.0,6,2014,2025,1138,9,9,9,4,8
"Shashank Bharill - Post Doc, UC, Berkeley","Google Scholar Profile",39,1206,18,67.00,30.92,185.58,8.04,5.79,15,34,12,2.32,9,112.42,10.60,17.15,29.95,3.76,"2025-08-05 12:39:47",10.31,0.50,93.0,100.0,4,2007,2017,1206,16,12,5,2,5
"Jessica Nasica-Labouze - Postdoctoral Research Fellow, CNRS (Paris, France) / International School for Advanced Studies","Google Scholar Profile",16,1253,14,89.50,78.31,239.97,5.32,4.31,8,16,8,1.60,7,127.59,11.30,24.09,34.48,1.80,"2025-08-05 12:39:47",17.14,0.50,100.0,100.0,3,2011,2017,1253,8,8,5,2,5
"Ji-Eun Lee - Postdoctoral Research Associate, University of Edinburgh","Google Scholar Profile",25,1385,15,92.33,55.40,202.33,3.91,6.72,15,25,12,2.16,8,251.43,15.86,36.03,33.18,3.09,"2025-08-05 12:39:47",13.48,0.53,95.7,100.0,7,2010,2024,1385,20,16,10,4,8
"Jen Hsin - Postdoc, Stanford University","Google Scholar Profile",26,1658,18,92.11,63.77,314.70,5.22,5.38,16,26,11,2.94,9,106.98,10.34,20.22,36.85,4.11,"2025-08-05 12:39:47",17.48,0.50,97.3,100.0,3,2007,2011,1658,18,14,7,1,6
"Paolo Mereghetti - post-doc, Italian Institute of Technology, Pisa","Google Scholar Profile",44,2516,22,114.36,57.18,499.24,9.98,5.32,25,44,17,4.40,13,212.88,14.59,41.86,42.33,6.36,"2025-08-05 12:39:48",22.69,0.59,96.1,100.0,6,2003,2025,2516,32,28,17,1,9
"Abin Biswas - Postdoc, Max Planck Institute for the Science of Light","Google Scholar Profile",26,297,15,19.80,11.42,50.31,5.38,5.88,9,17,9,1.47,5,64.61,8.04,10.86,13.78,2.44,"2025-08-05 12:39:48",3.35,0.33,91.2,100.0,1,2010,2025,297,14,10,6,0,6
"Aldeliane Maria Da Silva - Postdoctoral Researcher, University of Oulu","Google Scholar Profile",14,210,9,23.33,15.00,35.70,4.36,5.00,6,14,6,1.00,3,40.93,6.40,6.87,13.08,1.18,"2025-08-05 12:39:48",3.96,0.33,98.6,100.0,1,2016,2025,210,7,6,3,0,4
"Alfredo Sciortino - Post-doc, CytoMorphoLab","Google Scholar Profile",18,180,14,12.86,10.00,55.23,5.50,4.78,6,13,6,1.24,4,53.00,7.28,15.04,11.87,1.54,"2025-08-05 12:39:49",3.94,0.29,98.3,100.0,1,2011,2025,180,8,6,6,0,5
"Anders Utoft - Postdoc. University of Southern Denmark","Google Scholar Profile",12,153,10,15.30,12.75,35.81,3.92,4.33,6,12,6,1.29,5,20.65,4.54,4.91,10.54,2.05,"2025-08-05 12:39:49",3.58,0.50,96.1,100.0,0,2015,2023,153,6,6,0,0,4
"Anne F. J. Janssen - Postdoctoral Researcher, Radboud University","Google Scholar Profile",22,494,11,44.91,22.45,100.34,5.82,5.00,9,22,9,1.69,5,85.13,9.23,18.09,20.05,1.99,"2025-08-05 12:39:49",9.12,0.45,97.8,100.0,4,2014,2025,494,11,10,7,0,6
"Arthur Hernandez - Post doctoral scholar, Instituut-Lorentz, Leiden University","Google Scholar Profile",11,68,5,13.60,6.18,19.05,3.50,4.00,5,8,5,1.19,3,24.67,4.97,6.38,6.56,1.35,"2025-08-05 12:39:50",3.81,0.60,100.0,100.0,0,2020,2025,68,5,5,2,0,4
"Axel Siroy - PostDoc, Université de Bordeaux, CBMN, IECB","Google Scholar Profile",20,1184,20,59.20,59.20,195.72,3.95,6.35,11,20,9,1.73,8,103.02,10.15,18.17,32.43,1.91,"2025-08-05 12:39:50",9.78,0.40,99.1,100.0,4,2005,2025,1184,12,10,9,1,7
"BIPLAB KUMAR MANDAL - Postdoc, Université Libre de Bruxelles","Google Scholar Profile",9,22,9,2.44,2.44,8.67,3.92,2.78,3,4,2,1.00,2,3.61,1.90,1.52,2.45,1.83,"2025-08-05 12:39:50",0.96,0.22,68.2,81.8,0,2016,2024,22,1,0,0,0,1
"Carlos A. Plata - Postdoc, University of Sevilla","Google Scholar Profile",38,617,10,61.70,16.24,171.74,11.47,3.95,14,24,13,3.63,8,160.50,12.67,42.71,17.86,5.93,"2025-08-05 12:39:51",17.17,0.80,83.5,97.1,3,2015,2025,617,28,23,12,2,6
"Chitra Joshi - Post doctoral research associate, University of Oxford","Google Scholar Profile",5,241,7,34.43,48.20,53.57,2.22,3.40,3,5,3,0.69,3,54.17,7.36,11.52,15.23,0.89,"2025-08-05 12:39:51",7.65,0.43,100.0,100.0,2,2018,2023,241,3,3,2,2,3
"Daqi Yu - Postdoc","Google Scholar Profile",20,686,20,34.30,34.30,101.38,3.02,7.70,13,20,14,1.66,6,182.11,13.49,21.35,21.75,2.67,"2025-08-05 12:39:51",5.06,0.30,93.6,100.0,6,2005,2025,686,18,16,10,3,7
"Dr. Murat Tugrul - Postdoc at Humboldt University of Berlin","Google Scholar Profile",12,173,17,10.18,14.42,45.32,5.90,3.00,4,12,4,0.89,3,25.65,5.06,7.20,12.08,1.90,"2025-08-05 12:39:51",2.66,0.18,93.6,100.0,1,2008,2025,173,6,4,2,0,3
"Eva Bertosin - Postdoc at TU Delft","Google Scholar Profile",18,500,7,71.43,27.78,69.60,4.51,5.94,8,18,9,1.19,4,142.95,11.96,20.02,20.59,1.72,"2025-08-05 12:39:52",9.94,0.57,97.6,100.0,3,2018,2025,500,11,11,7,1,7
"Gabor Nagy - Postdoctoral researcher, Max Planck Institute","Google Scholar Profile",21,325,14,23.21,15.48,89.81,7.78,4.10,9,18,8,2.03,5,51.40,7.17,13.27,14.49,3.87,"2025-08-05 12:39:52",6.41,0.36,89.5,100.0,1,2011,2024,325,12,8,2,0,4
"Guishan Zheng - Postdoctoral research associate","Google Scholar Profile",407,38467,39,986.33,94.51,9131.18,99.50,6.04,104,189,63,16.85,49,3827.16,61.86,877.51,137.32,50.94,"2025-08-05 12:39:53",234.13,1.26,77.1,93.6,107,1986,2022,38467,263,238,172,44,28
"Ian Seim - Postdoc, Max Planck Institute of Molecular Cell Biology and Genetics","Google Scholar Profile",20,722,7,103.14,36.10,110.77,4.39,6.10,9,20,12,1.35,6,207.52,14.41,31.68,24.60,2.18,"2025-08-05 12:39:53",15.82,0.86,95.0,100.0,6,2018,2025,722,16,14,10,5,8
"Jeremy Copperman - Postdoctoral Researcher, Oregon Health Sciences University","Google Scholar Profile",51,713,12,59.42,13.98,160.93,13.81,4.43,13,26,10,2.77,9,133.58,11.56,28.37,22.29,4.86,"2025-08-05 12:39:53",13.41,0.75,93.4,100.0,5,2013,2025,713,19,13,9,2,8
"Krishna Chaitanya Kasuba - Postdoc University of California, Berkeley","Google Scholar Profile",12,557,10,55.70,46.42,99.41,2.17,5.83,7,12,7,1.26,4,122.42,11.06,20.67,22.38,1.50,"2025-08-05 12:39:54",9.94,0.40,98.7,100.0,4,2015,2024,557,8,7,5,2,5
"Marc Mora - Postdoctoral researcher at King's College London and the Francis Crick Institute","Google Scholar Profile",12,276,8,34.50,23.00,60.40,2.82,5.00,9,12,8,1.65,5,78.86,8.88,17.69,13.64,2.49,"2025-08-05 12:39:54",7.55,0.63,96.7,100.0,4,2017,2024,276,10,8,6,0,5
"Min Zhu - Postdoctoral Research Fellow at The Hospital for Sick Children","Google Scholar Profile",24,1113,36,30.92,46.38,132.65,4.08,7.54,13,24,13,1.67,6,202.66,14.24,24.83,30.08,2.37,"2025-08-05 12:39:54",3.68,0.17,96.5,100.0,7,1989,2025,1113,18,15,13,2,8
"Petteri Parkkila - Postdoctoral Researcher, Chalmers University of Technology","Google Scholar Profile",34,512,13,39.38,15.06,90.44,8.77,5.47,13,22,13,2.19,6,122.17,11.05,20.49,16.67,3.70,"2025-08-05 12:39:55",6.95,0.46,87.3,100.0,4,2012,2025,512,19,17,9,0,7
"Ruslan Mukhamadiarov - Postdoc at LMU","Google Scholar Profile",13,69,10,6.90,5.31,16.51,5.62,3.23,4,8,4,0.84,3,16.06,4.01,4.49,6.56,1.88,"2025-08-05 12:39:55",1.65,0.30,85.5,98.6,0,2015,2025,69,6,2,1,0,2
"Siva Kumar - Post Doctoral Fellow","Google Scholar Profile",32,459,15,30.60,14.34,88.43,6.85,5.91,12,21,14,1.97,6,127.27,11.28,23.75,15.43,3.98,"2025-08-05 12:39:55",5.89,0.40,83.2,97.2,4,2010,2025,459,25,16,12,0,7
"Toby E. King - Postdoctoral research associate, University of Sheffield","Google Scholar Profile",1,13,2,6.50,13.00,2.60,0.20,5.00,1,1,1,0.20,1,6.50,2.55,1.30,3.46,0.20,"2025-08-05 12:39:55",1.30,0.50,100.0,100.0,0,2023,2023,13,1,1,1,0,1
"Bernardo Gouveia - Postdoc, Harvard University","Google Scholar Profile",12,402,9,44.67,33.50,71.06,3.93,4.25,5,12,7,0.86,4,126.56,11.25,22.98,18.95,2.09,"2025-08-05 09:40:20",7.89,0.44,95.5,100.0,2,2016,2025,402,10,7,5,2,5
"Jon Werner-Allen - Postdoctoral Researcher, National Institutes of Health","Google Scholar Profile",9,410,21,19.52,45.56,89.08,2.54,4.00,8,9,6,1.88,5,34.28,5.85,7.61,18.55,2.04,"2025-08-05 09:39:20",4.24,0.24,99.5,100.0,1,2004,2018,410,6,6,3,0,3
"Philipp J. Albert - PostDoc Heidelberg University Theoretical physics of soft matter and biological systems","Google Scholar Profile",10,412,12,34.33,41.20,190.67,5.00,2.20,6,10,5,2.57,6,40.41,6.36,18.91,19.34,2.67,"2025-08-05 09:38:37",15.88,0.50,99.5,100.0,2,2013,2016,412,6,5,4,0,4
"Qi Jia - postdoc, the Rockefeller university","Google Scholar Profile",11,432,8,54.00,39.27,44.99,1.16,9.55,5,11,5,0.52,2,80.44,8.97,8.35,19.97,0.87,"2025-08-05 09:38:20",5.62,0.25,98.1,100.0,2,2017,2025,432,6,4,2,2,3
"Lucas C. Wheeler - Postdoctoral Researcher, Smith lab, CU Boulder","Google Scholar Profile",28,436,9,48.44,15.57,117.87,8.64,3.96,10,20,11,2.56,7,85.76,9.26,22.08,17.35,4.13,"2025-08-05 09:38:05",13.09,0.78,92.0,100.0,2,2016,2025,436,15,12,7,0,5
"Richard I. Ainsworth - Postdoctoral Research Scholar, University of California, San Diego","Google Scholar Profile",15,440,14,31.43,29.33,123.45,4.90,3.53,12,15,8,3.20,7,42.33,6.51,11.90,17.20,3.32,"2025-08-05 09:37:37",8.81,0.50,100.0,100.0,0,2011,2017,440,12,8,3,0,4
"Joerg Reichenwallner - Postdoc, University of Toronto","Google Scholar Profile",20,454,13,34.92,22.70,129.47,5.24,4.90,11,20,10,2.24,6,58.76,7.67,14.22,17.18,3.40,"2025-08-05 09:37:34",9.95,0.46,91.6,100.0,0,2012,2025,454,15,11,4,0,4
"Yumin Lee - Postdoctoral Researcher, University of Chicago","Google Scholar Profile",35,456,15,30.40,13.03,79.71,7.20,6.09,12,21,9,1.89,6,70.08,8.37,12.95,15.84,3.03,"2025-08-05 09:37:21",5.31,0.40,86.6,100.0,2,2010,2025,456,15,11,6,0,5
"Andrew J. Trease - Postdoctoral research associate","Google Scholar Profile",26,463,12,38.58,17.81,75.27,5.18,6.04,11,21,10,1.64,5,70.41,8.39,11.25,16.79,2.76,"2025-08-05 09:37:07",6.27,0.42,87.0,100.0,1,2013,2023,463,18,13,4,0,5
"Fidan Sumbul, PhD - Post-Doctoral Researcher, Force Microscopy Group, INSERM U1067, Marseille, France","Google Scholar Profile",19,467,11,42.45,24.58,107.03,5.19,4.37,10,19,9,2.50,6,74.47,8.63,16.43,18.81,2.94,"2025-08-05 09:37:05",9.73,0.55,97.2,100.0,1,2014,2025,467,12,10,5,1,5
"Giovanni Savorana - Postdoctoral researcher, ETH Zurich","Google Scholar Profile",12,468,9,52.00,39.00,68.40,2.91,5.58,5,12,6,0.86,3,106.07,10.30,15.58,20.90,1.25,"2025-08-05 09:37:03",7.60,0.33,98.7,100.0,2,2016,2025,468,8,6,3,2,4
"Daehyung Kim - Boston Children's Hospital post-doc","Google Scholar Profile",11,477,13,36.69,43.36,65.61,1.68,7.18,9,11,8,1.29,4,48.23,6.95,6.77,19.90,1.43,"2025-08-05 09:36:37",5.04,0.31,100.0,100.0,1,2012,2019,477,9,8,4,0,4
"kalpana pandey - Institute Post doctoral fellow, Indian Institute of Technology Guwahati","Google Scholar Profile",25,481,13,37.00,19.24,76.75,5.83,5.28,12,21,9,1.95,6,62.73,7.92,9.80,17.83,2.61,"2025-08-05 09:36:36",5.90,0.46,96.0,100.0,1,2012,2020,481,14,10,5,0,5
"Madhu Nagaraj - Postdoc Aarhus University","Google Scholar Profile",21,483,17,28.41,23.00,75.95,4.71,5.67,11,21,11,1.70,5,113.87,10.67,17.19,18.06,2.98,"2025-08-05 09:36:34",4.46,0.29,92.5,100.0,3,2008,2024,483,15,13,7,2,6
"Jiachun Shen - Postdoctoral Researcher, University of Texas at Austin","Google Scholar Profile",12,491,10,49.10,40.92,64.72,3.27,5.67,6,12,6,0.86,5,62.45,7.90,9.02,20.88,2.27,"2025-08-05 09:36:22",6.47,0.50,96.1,100.0,2,2015,2023,491,9,6,4,1,4
"Susobhan Choudhury - Postdoctoral Research Fellow at University of Würzburg, Germany","Google Scholar Profile",30,492,12,41.00,16.40,78.42,5.80,6.03,13,21,9,2.04,5,58.97,7.68,9.44,15.43,3.88,"2025-08-05 09:36:20",6.53,0.42,82.7,95.9,0,2013,2024,492,21,11,3,0,4
"Lei Ji - PostDoc at University of California, Davis","Google Scholar Profile",15,494,10,49.40,32.93,94.81,3.24,5.07,10,15,12,1.82,6,110.97,10.53,22.68,19.24,2.74,"2025-08-05 09:36:18",9.48,0.60,95.1,100.0,4,2015,2025,494,14,14,10,0,7
"Eva Bertosin - Postdoc at TU Delft","Google Scholar Profile",18,500,7,71.43,27.78,69.60,4.51,5.94,8,18,9,1.19,4,142.95,11.96,20.02,20.59,1.72,"2025-08-05 09:36:07",9.94,0.57,97.6,100.0,3,2018,2025,500,11,11,7,1,7
"Priyanka Dogra - Postdoctoral Research Associate, St. Jude Children's Research Hospital","Google Scholar Profile",29,506,13,38.92,17.45,115.79,7.23,4.86,8,22,8,1.83,6,107.41,10.36,23.79,20.76,2.59,"2025-08-05 09:36:06",8.90,0.46,97.8,100.0,3,2012,2025,506,10,8,3,2,4
"Dmitrii Zabelskii - Postdoctoral Researcher at European XFEL","Google Scholar Profile",37,514,8,64.25,13.89,76.59,5.87,6.41,12,22,13,1.80,5,128.29,11.33,19.19,17.80,2.96,"2025-08-05 09:36:05",9.57,0.63,89.7,99.4,4,2017,2025,514,19,17,10,1,6
"Mehran Khorshid - Post-doctoral Researcher, KU Leuven","Google Scholar Profile",39,517,14,36.93,13.26,92.06,9.12,5.41,13,22,12,2.17,6,106.19,10.30,18.17,16.67,3.45,"2025-08-05 09:36:04",6.57,0.43,86.5,98.6,2,2011,2025,517,24,16,5,1,5
"Lucy Brennan - Post-Doc, University of California, Berkeley","Google Scholar Profile",13,520,16,32.50,40.00,87.00,2.71,5.46,6,13,6,1.03,5,99.70,9.99,17.21,21.75,1.49,"2025-08-05 09:36:03",5.43,0.31,97.9,100.0,3,2009,2025,520,8,6,5,1,5
"Roshan Prizak - Post-doctoral researcher, Karlsruhe Institute of Technology","Google Scholar Profile",15,523,15,34.87,34.87,118.83,4.44,4.40,9,15,9,1.84,7,78.56,8.86,15.94,20.69,2.60,"2025-08-05 09:35:35",7.92,0.47,97.3,100.0,2,2010,2025,523,10,10,6,1,5
"Alice Verchere - Post-doctoral fellow, Weill Cornell Medicine","Google Scholar Profile",25,531,13,40.85,21.24,100.67,7.17,4.88,10,23,8,1.82,5,61.33,7.83,11.06,19.67,3.99,"2025-08-05 09:35:32",7.74,0.38,91.7,100.0,1,2012,2024,531,11,8,2,1,4
"Aviram Gelblum - Post-doctoral fellow in physics, Weizmann Institute Of Science","Google Scholar Profile",12,535,11,48.64,44.58,96.91,3.36,4.83,5,12,5,0.89,5,66.08,8.13,12.17,22.36,1.24,"2025-08-05 09:35:20",8.81,0.45,98.1,100.0,2,2014,2021,535,5,5,4,1,4
"Mauro Lorenzo Mugnai - Post-Doctoral Fellow, Georgetown University","Google Scholar Profile",32,548,16,34.25,17.13,148.38,10.59,3.59,13,23,11,3.31,6,122.64,11.07,30.99,17.12,5.89,"2025-08-05 09:35:17",9.27,0.38,84.3,98.2,4,2009,2025,548,24,15,6,1,5
"Hamideh R. Alanagh - Postdoctoral Research Fellow, McGill University","Google Scholar Profile",18,556,11,50.55,30.89,81.30,2.94,6.61,12,18,9,1.76,5,94.98,9.75,13.82,19.67,2.21,"2025-08-05 09:35:16",7.39,0.45,95.5,100.0,3,2014,2025,556,15,10,8,0,7
"Laura Pérez García - Postdoc at Chalmers University of Technology","Google Scholar Profile",17,569,8,71.13,33.47,107.55,3.83,5.59,5,17,4,0.86,3,148.37,12.18,27.51,23.30,0.89,"2025-08-05 09:35:06",13.44,0.38,99.8,100.0,3,2017,2024,569,5,4,3,2,4
"Zahra Hallaji - PostDoc Researcher, Tarbiat Modares University","Google Scholar Profile",15,576,8,72.00,38.40,126.31,3.34,4.73,10,15,13,2.08,7,140.86,11.87,33.03,21.42,2.89,"2025-08-05 09:35:05",15.78,0.88,97.0,100.0,6,2017,2025,576,14,14,12,1,8
